reef_no,replicate,perimeter_m,area_m2,imagery_resolution_m,date,method,platform,imagery_type,provider,instrument,observer,notes
20,2,126,1263.4,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,nic,
20,3,125,1243.4,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,nic,
20,1,135,1450.3,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),nic,
20,2,137,1493.6,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),nic,
20,3,135,1450.3,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),nic,
20,1,140,1559.7,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),nic,
20,2,150,1790.5,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),nic,
20,3,140,1559.7,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),nic,
20,1,120,1145.9,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,nic,
20,2,120,1145.9,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,nic,
20,3,120,1145.9,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,nic,
20,1,150,1790.5,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,nic,
20,2,130,1344.9,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,nic,
20,3,130,1344.9,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,nic,
20,1,350,9748.2,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,nic,
20,2,330,8666,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,nic,
20,3,330,8666,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,nic,
22,1,110,962.9,0.15,20130115,imagery,GE,aerial,unknown,unknown,nic,
22,2,107,911.1,0.15,20130115,imagery,GE,aerial,unknown,unknown,nic,
22,3,106,894.1,0.15,20130115,imagery,GE,aerial,unknown,unknown,nic,
22,1,89,630.3,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,nic,
22,2,93,688.3,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,nic,
22,3,97,748.7,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,nic,
22,1,99,779.9,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,nic,
22,2,101,811.8,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,nic,
22,3,97,748.7,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,nic,
22,1,108,928.2,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,nic,
22,2,111,980.5,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,nic,
22,3,108,928.2,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,nic,
22,1,120,1145.9,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),nic,
22,2,150,1790.5,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),nic,
22,3,130,1344.9,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),nic,
22,1,110,962.9,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,nic,
22,2,110,962.9,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,nic,
22,3,110,962.9,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,nic,
22,1,200,3183.1,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,nic,
22,2,170,2299.8,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,nic,
22,3,170,2299.8,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,nic,
22,1,320,8148.7,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,nic,
22,2,310,7647.4,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,nic,
22,3,320,8148.7,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,nic,
20,1,143.33,1634.798903,NA,20210604,field,boat,NA,NA,transect tape,"AIG, ZR, FZ",
20,1,142,1604.600136,0.15,20130115,imagery,GE,aerial,unknown,unknown,FZ,
20,2,139,1537.516328,0.15,20130115,imagery,GE,aerial,unknown,unknown,FZ,
20,3,142,1604.600136,0.15,20130115,imagery,GE,aerial,unknown,unknown,FZ,
20,1,124,1223.583202,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,FZ,
20,2,127,1283.505039,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,FZ,
20,3,124,1223.583202,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,FZ,
20,1,125,1243.397993,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,FZ,
20,2,131,1365.628989,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,FZ,
20,3,130,1344.859269,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,FZ,
20,1,127,1283.505039,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),FZ,
20,2,133,1407.645894,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),FZ,
20,3,135,1450.299419,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),FZ,
20,1,150,1790.49311,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),FZ,
20,2,130,1344.859269,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),FZ,
20,3,140,1559.718442,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),FZ,
20,1,120,1145.91559,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,FZ,
20,2,130,1344.859269,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,FZ,
20,3,120,1145.91559,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,FZ,
20,1,130,1344.859269,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,FZ,
20,2,150,1790.49311,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,FZ,
20,3,140,1559.718442,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,FZ,
20,1,200,3183.098862,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,FZ,
20,2,170,2299.788928,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,FZ,
20,3,170,2299.788928,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,FZ,
22,1,114.25,1038.72971,NA,20210604,field,boat,NA,NA,transect tape,"AIG, ZR, FZ",
22,1,107,911.0824717,0.15,20130115,imagery,GE,aerial,unknown,unknown,FZ,
22,2,113,1016.124734,0.15,20130115,imagery,GE,aerial,unknown,unknown,FZ,
22,3,110,962.8874057,0.15,20130115,imagery,GE,aerial,unknown,unknown,FZ,
22,1,99,779.9387986,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,FZ,
22,2,92,673.5437192,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,FZ,
22,3,103,844.2373956,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,FZ,
22,1,103,844.2373956,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,FZ,
22,2,105,877.3416238,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,FZ,
22,3,107,911.0824717,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,FZ,
22,1,104,860.7099322,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,FZ,
22,2,99,779.9387986,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,FZ,
22,3,108,928.1916281,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,FZ,
22,1,120,1145.91559,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),FZ,
22,2,110,962.8874057,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),FZ,
22,3,110,962.8874057,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),FZ,
22,1,100,795.7747155,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,FZ,
22,2,100,795.7747155,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,FZ,
22,3,90,644.5775195,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,FZ,
22,1,90,644.5775195,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,FZ,
22,2,110,962.8874057,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,FZ,
22,3,110,962.8874057,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,FZ,
22,1,130,1344.859269,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,FZ,
22,2,90,644.5775195,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,FZ,
22,3,90,644.5775195,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,FZ,
20,1,145,1551,0.15,20130115,imagery,GE,aerial,unknown,unknown,AIG,
20,2,145,1525,0.15,20130115,imagery,GE,aerial,unknown,unknown,AIG,
20,3,146,1593,0.15,20130115,imagery,GE,aerial,unknown,unknown,AIG,
20,1,144,1564,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,AIG,
20,2,147,1692,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,AIG,
20,3,149,1731,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,AIG,
20,1,139,1442,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,AIG,
20,2,137,1411,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,AIG,
20,3,139,1461,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,AIG,
20,1,147,1635,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),AIG,
20,2,150,1705,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),AIG,
20,3,142,1558,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),AIG,
20,1,160,1673.116339,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),AIG,
20,2,160,1673.116339,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),AIG,
20,3,150,1696.273383,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),AIG,
20,1,120,1650.11845,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,AIG,
20,2,120,1719.589583,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,AIG,
20,3,130,1766.699446,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,AIG,
20,1,160,1537.516328,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,AIG,
20,2,150,1493.589563,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,AIG,
20,3,150,1537.516328,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,AIG,
20,1,200,1719.589583,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,AIG,
20,2,210,1790.49311,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,AIG,
20,3,170,1604.600136,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,AIG,
22,1,115,1005,0.15,20130115,imagery,GE,aerial,unknown,unknown,AIG,
22,2,116,1024,0.15,20130115,imagery,GE,aerial,unknown,unknown,AIG,
22,3,115,891,0.15,20130115,imagery,GE,aerial,unknown,unknown,AIG,
22,1,112,956,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,AIG,
22,2,108,895,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,AIG,
22,3,114,996,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,AIG,
22,1,104,827,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,AIG,
22,2,107,866,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,AIG,
22,3,103,812,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,AIG,
22,1,111,958,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,AIG,
22,2,112,965,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,AIG,
22,3,113,980,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,AIG,
22,1,120,1673.116339,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),AIG,
22,2,110,1673.116339,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),AIG,
22,3,110,1696.273383,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),AIG,
22,1,110,1650.11845,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,AIG,
22,2,110,1719.589583,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,AIG,
22,3,110,1766.699446,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,AIG,
22,1,110,1537.516328,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,AIG,
22,2,110,1493.589563,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,AIG,
22,3,100,1537.516328,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,AIG,
22,1,130,1719.589583,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,AIG,
22,2,110,1790.49311,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,AIG,
22,3,110,1604.600136,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,AIG,
20,1,146,1696.273383,0.15,20130115,imagery,GE,aerial,unknown,unknown,PUA,
20,2,144,1650.11845,0.15,20130115,imagery,GE,aerial,unknown,unknown,PUA,
20,3,142,1604.600136,0.15,20130115,imagery,GE,aerial,unknown,unknown,PUA,
20,1,151,1814.445929,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,PUA,
20,2,152,1838.557903,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,PUA,
20,3,146,1696.273383,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,PUA,
20,1,138,1515.473368,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,PUA,
20,2,128,1303.797294,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,PUA,
20,3,137,1493.589563,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,PUA,
20,1,154,1887.259315,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),PUA,
20,2,151,1814.445929,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),PUA,
20,3,151,1814.445929,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),PUA,
20,1,162.02,2088.946857,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),PUA,
20,2,165.34,2175.434454,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),PUA,
20,3,170.72,2319.310746,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),PUA,
20,1,121.65,1177.644919,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,PUA,
20,2,120.91,1163.361208,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,PUA,
20,3,118.89,1124.814199,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,PUA,
20,1,120.97,1164.5161,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,PUA,
20,2,111.61,991.2800189,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,PUA,
20,3,109.28,950.3235872,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,PUA,
20,1,188.69,2833.26962,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,PUA,
20,2,182.73,2657.1119,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,PUA,
20,3,174.5,2423.153903,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,PUA,
22,1,120,1145.91559,0.15,20130115,imagery,GE,aerial,unknown,unknown,PUA,
22,2,121,1165.093761,0.15,20130115,imagery,GE,aerial,unknown,unknown,PUA,
22,3,117,1089.336008,0.15,20130115,imagery,GE,aerial,unknown,unknown,PUA,
22,1,123,1203.927567,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,PUA,
22,2,125,1243.397993,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,PUA,
22,3,116,1070.794457,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,PUA,
22,1,106,894.1324703,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,PUA,
22,2,111,980.4740269,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,PUA,
22,3,110,962.8874057,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,PUA,
22,1,141,1582.079712,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,PUA,
22,2,127,1283.505039,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,PUA,
22,3,131,1365.628989,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (not 100% sure if this sat's imagery is in Google Earth,PUA,
22,1,149.2,1771.445446,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),PUA,
22,2,150.49,1802.210105,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),PUA,
22,3,137.59,1506.481758,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),PUA,
22,1,100.87,809.6814277,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,PUA,
22,2,104.99,877.1745191,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,PUA,
22,3,93.84,700.7548854,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,PUA,
22,1,131.35,1372.935992,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,PUA,
22,2,123.59,1215.505142,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,PUA,
22,3,115.84,1067.842579,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,PUA,
22,1,132.46,1396.238591,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,PUA,
22,2,142.04,1605.504264,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,PUA,
22,3,139.72,1553.485807,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,PUA,
20,1,154,1800,0.15,20130115,imagery,GE,aerial,unknown,unknown,DM,
20,2,157,1658,0.15,20130115,imagery,GE,aerial,unknown,unknown,DM,
20,3,152.29,1646.74,0.15,20130115,imagery,GE,aerial,unknown,unknown,DM,
20,1,146.53,1311.9,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,DM,
20,2,151.9,1357.69,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,DM,
20,3,146.72,1309.31,0.5,20130822,imagery,GE,satellite,DigitalGlobe,WorldView-1/2,DM,
20,1,149.39,1493.51,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,DM,
20,2,154.16,1464.09,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,DM,
20,3,147.43,1495.77,1,20110108,imagery,GE,satellite,DigitalGlobe,Ikonos,DM,
20,1,153.96,1482.27,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),DM,
20,2,152.86,1443.51,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),DM,
20,3,156.51,1448.05,2,20030412,imagery,GE,satellite,DigitalGlobe,EarlyBird-1 (?),DM,
20,1,148.22,1748.25,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),DM,
20,2,150.17,1794.55,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),DM,
20,3,145.03,1673.81,3,20190316,imagery,PlanetExplorer,satellite,Planet,PlanetScope (formerly Dove CubeSats),DM,
20,1,116.2,1074.49,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,DM,
20,2,118.35,1114.62,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,DM,
20,3,124.64,1236.25,5,20160208,imagery,PlanetExplorer,satellite,Planet,RapidEye,DM,
20,1,145.2,1677.74,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,DM,
20,2,150.22,1795.75,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,DM,
20,3,160.52,2050.45,10,20180307,imagery,PlanetExplorer,satellite,ESA,Sentinel-2,DM,
20,1,NA,NA,30,20190328,imagery,PlanetExplorer,satellite,USGS,Landsat 8,DM,
